Unnamed: 0,review,tokens
138,아이들  텀블러로  사용 중이에요 이중이라  좋고  튼튼합니다 색감도   그립감도  완벽 완벽해요,"['텀블러', '사용', '중이', '이중', '좋다', '튼튼하다', '색감', '그리다', '감다', '완벽', '완벽하다']"
139,아이들 학교 물병으로 너무 좋아요,"['학교', '물병', '좋다']"
140,색은 이뻐요 다만 살짝 찍힌 부분이 있네요ㅠ,"['색', '이쁘다', '살짝', '찍히다', '부분']"
141,빠른 배송 감사합니다 감사합니다,"['빠르다', '배송', '감사하다', '감사하다']"
142,아이들 학교 물병으로 최고네요,"['학교', '물병', '최고']"
143,여러 텀블러를 알아보다 킨토가 디자인도 예쁘고 실용성도 좋아 보여 구입했어요 겨울철 따뜻한 음료 마시기 좋을 것 같아요 입구가 넓어서 세척이 쉬울 줄 알았는데 손이 안 들어가요  ㅜㅜ 그게 최대 단점인 듯 뚜껑 안쪽에도 킨토 각인이 예쁘네요,"['여러', '텀블러', '알아보다', '킨토', '디자인', '예쁘다', '실용', '성도', '좋다', '보이다', '구입', '겨울철', '따뜻하다', '음료', '마시기', '좋다', '입구', '넓다', '세척', '쉬다', '줄', '알다', '손', '안', '들어가다', '그게', '최대', '단점', '뚜껑', '안쪽', '킨토', '각인', '예쁘다']"
144,기능도 좋고 이뻐서 맘에 들어요,"['기능', '좋다', '이쁘다', '맘', '들다']"
145,전에 구매하고 너무 만족해서 재구매했어요  돌고 돌아 킨토 텀블러만 한 게 없네요  손잡이도 있고 이중마개와 튼튼함 예쁨 다 갖췄어요 ,"['전', '구매', '만족하다', '재다', '돌다', '돌다', '킨토', '텀블러', '없다', '손잡이', '이중', '마개', '튼튼하다', '예쁘다', '갖추다']"
146,뚜껑 마개가 변경된 게 너무 좋습니다 설거지할 때 탈착하기 너무 편하네요 전에 버전도 썼는데 그때는 설거지할 때 많이 불편했거든요,"['뚜껑', '마개', '변경', '좋다', '설거지', '탈', '착하다', '편하다', '전', '버전', '써다', '설거지', '불편하다']"
147,아이가 잘 쓰고 있어요 만족합니다,"['자다', '쓰다', '만족하다']"
148,시간이 지나도 얼음이 그대로예요 좋아요,"['지나다', '얼음', '그대로', '좋다']"
149,디자인이 세련되어 좋네요 ,"['디자인', '세련되다', '좋다']"
150,밀폐되고 가볍고 좋아요,"['밀폐', '가볍다', '좋다']"
151,맘에 들어요 다른 색도 예쁠 듯,"['맘', '들다', '색도', '예쁘다']"
152,배송 빠르고 조아요옹ㅎㅎ,"['배송', '빠르다', '좋다']"
153,텀블러만 30개는 있는 거 같은데 가장 손이 많이 가는 건 역시 킨토에요  제일 편하고 보냉 기능이 좋아요,"['텀블러', '개다', '가장', '손', '역시', '킨토', '제일', '편하다', '보냉', '기능', '좋다']"
154,가볍고 튼튼해요 보냉 수준도 좋아요,"['가볍다', '튼튼하다', '보냉', '수준', '좋다']"
155,먹기에 편하고 휴대가 간편해요,"['먹기', '편하다', '휴대', '간편하다']"
156,색상 예뻐요  다른 색상도 갖고 싶네요,"['색상', '예쁘다', '색상', '갖다']"
157,디자인 예쁘고 가볍고 배송도 빠르고 만족스럽습니다,"['디자인', '예쁘다', '가볍다', '배송', '빠르다', '만족스럽다']"
158,생각보다 사이즈가 커서 놀랐지만ㅎㅎ 아주 만족합니다,"['생각', '사이즈', '커서', '아주', '만족하다']"
159,배송도 주문 바로 다음날 되고 좋습니다,"['배송', '주문', '날', '좋다']"
160,좋은 제품을 착한 가격에 잘 산 것 같네요,"['좋다', '제품', '착하다', '가격', '자다', '산']"
161,일단 너무 이쁩니다 동글동글하면서 부드러운 느낌이고 색상도 너무 하얗지 않아서 좋네요 스탠리 화이트 텀블러와 비교사 남깁니다 스탠리가 훨씬 하얗죠 사이즈는 거의 비슷해 보이고 둘 다  보온보냉 효과는 알아주는 제품들이라,"['이쁘다', '동글동글', '부드럽다', '느낌', '색상', '하얗다', '않다', '좋다', '스탠리', '화이트', '텀블러', '비', '교사', '남기다', '스탠리', '하얗다', '사이즈', '보이', '보온', '보냉', '효과', '알아주다', '제품']"
162,조카 중학교 입학 선물로 해줬는데 엄청 좋아했습니다,"['조카', '중학교', '입학', '선물', '해주다', '좋아하다']"
163,디자인이 좋아요,"['디자인', '좋다']"
164,마개에 손잡이가 있어 운동할 때 좋을 것 같에요,"['마개', '손잡이', '운동', '좋다']"
165,튼튼해 보이고 디자인도 너무 맘에 들어요,"['튼튼하다', '보이', '디자인', '맘', '들다']"
166,빠른 배송 감사합니다 잘 받았어요,"['빠르다', '배송', '감사하다', '자다', '받다']"
167,좋은 가격에 잘 쓰고 있습니다,"['좋다', '가격', '자다', '쓰다']"
168,만족합니다 배송은 조금 걸렸어요,"['만족하다', '배송', '걸리다']"
169,아주 만족스러워요 예쁘고 실용적입니다,"['아주', '만족스럽다', '예쁘다', '실용']"
170,킨토는 처음인데 좋네요 예뻐요 ㅎㅎ,"['킨토', '처음', '좋다', '예쁘다']"
171,비교적 가볍고 쓰기 편할 거 같아요 배송도 빠르네요,"['비교', '가볍다', '쓰기', '편하다', '배송', '빠르다']"
172,디자인도 기능도 늘 만족하는 킨토예요,"['디자인', '기능', '늘', '만족하다', '킨토']"
173,생각보다 크기가 크네요 손잡이 있는 건 기능상 편리합니다 연마제는 입구에서 조금만 나와서 금방 처리 가능합니다 빠른 배송 감사합니다,"['생각', '크기', '크다', '손잡이', '기능', '편리하다', '연', '마제', '입구', '나오다', '금방', '처리', '가능하다', '빠르다', '배송', '감사하다']"
174,써보니 하루 종일 얼음이 얼어 있어요 손잡이가 달려있어 편해요,"['써다', '보다', '하루', '종일', '얼음', '얼다', '손잡이', '달다', '편하다']"
175,옐로 컬러가 많이 탁한 편이에요 머스터드 컬러보다 좀 더 어두운 편이라 잘 알아보시고 구매하시길,"['옐로', '컬러', '탁하다', '편이', '머스터드', '컬러', '더', '두운', '편이', '자다', '알아보다', '구매']"
176,보온성도 좋고 디자인도 예쁘고 가격도 좋아요 만족합니다,"['보온', '성도', '좋다', '디자인', '예쁘다', '가격', '좋다', '만족하다']"
177,3월에 한국 떠나는데 가기 전에 예쁘면서 실용성 있는 ㅋ 텀블러 구매하려고 샀습니다 일단 색깔이 쨍하니 노랑 노랑 해서 너무 예쁘고 가볍게 들고 다닐 수 있어서 너무 좋아요,"['한국', '떠나다', '가기', '전', '예쁘다', '실용', '텀블러', '구매', '사다', '색깔', '쨍하', '노랑', '노랑', '예쁘다', '가볍다', '들다', '다니다', '좋다']"
178,디자인이 심플하고 사용감이 편하네요,"['디자인', '심플', '용감', '편하다']"
179,잘 받았습니다 사용하기에 편리한 것 같아요,"['자다', '받다', '사용', '편리하다']"
180,선물용으로 같이 샀는데 깔끔하고 귀여운 디자인에요 무엇보다 저렴한 가격대라 잘 산 듯해요,"['선물', '선물용', '사다', '깔끔하다', '귀엽다', '디자인', '저렴하다', '가격', '자다', '산']"
181,워낙 유명해서 궁금했는데 가볍고 그립감도 좋아요 ㅎㅎ 다른 500ml 텀블러보다 뭔가 작아 보였는데 물 넣어보니 똑같네요 들고 다니기 편해요,"['워낙', '유명하다', '궁금하다', '가볍다', '그리다', '감다', '좋다', '텀블러', '뭔가', '작다', '보이다', '물', '넣다', '보다', '똑같다', '들다', '다니다', '편하다']"
182,가장 마음에 들었던 핑크에요 살짝 톤 다운된 컬러라 튀지 않아요,"['가장', '마음', '들다', '핑크', '살짝', '톤', '다운', '컬러', '튀다', '않다']"
183,몇 년 전 킨토 모 스타드 색 사용하다가 돌고 돌아 결국 킨토로 다시 돌아왔습니다  보온 보냉도 좋고 휴대성도 좋고 역시 킨토입니다,"['전', '킨토', '스타', '드', '색', '사용', '돌다', '돌다', '킨토', '다시', '돌아오다', '보온', '보냉', '좋다', '휴대', '성도', '좋다', '역시', '킨토입니']"
184,맘에 들어요 겉이 너무 미끈거리지 않아 좋아요,"['맘', '들다', '겉', '밉다', '끌다', '않다', '좋다']"
185,친구에게 선물했는데 매우 좋아했습니다 추천입니다,"['친구', '선물', '매우', '좋아하다', '추천']"
186,배송 빠르네요 금요일 주문 토요일 도착 용량 크고 무게 가볍고 디자인 좋아요 따뜻한 물이나 차 종류 담아 마시려고 구입했어요,"['배송', '빠르다', '금요일', '주문', '토요일', '도착', '용량', '크다', '무게', '가볍다', '디자인', '좋다', '따뜻하다', '물이', '차', '종류', '담다', '말다', '구입']"
187,디자인도 색상도 기능도 마음에 들어요,"['디자인', '색상', '기능', '마음', '들다']"
188,기존에 오래 쓰던 텀블러들의 보온 기능이 떨어져 새걸로 교환했는데 일단 첫 느낌은 깔끔하고 좋습니다 한 달 후기로 자세히 남겨볼게요,"['기존', '쓰다', '텀블러', '보온', '기능', '떨어지다', '새', '교환', '첫', '느낌', '깔끔하다', '좋다', '달', '후기', '자세하다', '남기다', '보다']"
189,색상도 원하는 색상이고 사이즈가 좀 애매하긴 한데 만족합니다,"['색상', '원하다', '색상', '사이즈', '애매하다', '만족하다']"
190,가볍고 동글동글 귀여워요,"['가볍다', '동글동글', '귀엽다']"
191,화이트가 옐로보다 밝고 훨씬 이뻐요,"['화이트', '옐로', '밝다', '이쁘다']"
192,손잡이 있어 좋아요 잘 쓸게요,"['손잡이', '좋다', '자다', '쓸다']"
193,머스터드 사고 한참 쓰다 이번에 옐로 샀는데 머스터드 보다 더 톤 다운된 색,"['머스터드', '사고', '한참', '쓰다', '옐로', '사다', '머스터드', '보다', '더', '톤', '다운', '색']"
194,손잡이가 있어서 편하고  예쁘고 가볍고 다 좋아요 중학교 입학하는 친구들에게 입학 선물로 사줬어요,"['손잡이', '편하다', '예쁘다', '가볍다', '좋다', '중학교', '입학', '친구', '입학', '선물', '사주다']"
195,손잡이가 있어서 편하고  예쁘고 가볍고 다 좋아요 중학교 입학하는 친구들 선물로 사줬어요,"['손잡이', '편하다', '예쁘다', '가볍다', '좋다', '중학교', '입학', '친구', '선물', '사주다']"
196,너무너무 이뻐요 배송도 빠르고요 재질도 좋아 보여서 너무 좋네요,"['이쁘다', '배송', '빠르다', '재질', '좋다', '보', '좋다']"
197,이만한 텀블러 없는듯해요 하나 더 샀어요,"['이만', '텀블러', '없다', '더', '사다']"
198,좋은 상품 감사합니다,"['좋다', '상품', '감사하다']"
199,보냉 잘 되고 색도 이뻐요,"['보냉', '자다', '색도', '이쁘다']"
200,사이즈에 비해 가볍고 들기 편하게 뚜껑에 손잡이가 있어서 좋네요,"['사이즈', '비다', '가볍다', '들다', '편하다', '뚜껑', '손잡이', '좋다']"
201,그립감이 좋아요 사용도 편합니다,"['그리다', '감', '좋다', '사용', '편하다']"
202,기존에 쓰던 게 오래돼서 바꿔요 아이 물병으로 좋아요,"['기존', '쓰다', '바꾸다', '물병', '좋다']"
203,스탠리 텀블러보다 세척 이용하고 단순한 디자인이라 깔끔하고 보온력이 너무 좋아 요강 추천드려요,"['스탠리', '텀블러', '세척', '이용', '단순하다', '디자인', '깔끔하다', '보온', '좋다', '요강', '추천', '드리다']"
204,아직 사용 전이예요  예뻐요  좋아요  좋아요,"['사용', '전이', '예쁘다', '좋다', '좋다']"
205,중학생 딸이 추천해서 주문해 줬는데 좋다고 하네요,"['중학생', '딸', '추천', '주문', '주다', '좋다']"
206,생각보다 부피가 커서 사용을 못 했어요 나들이 갈 때는 좋을 것 같습니다,"['생각', '부피', '커서', '사용', '못', '나들이', '갈다', '좋다']"
207,배송도 바로 되고 좋아요,"['배송', '좋다']"
208,가방에 넣을 수 있고 손잡이 있는 텀블러 중에는 이 제품이 디자인도 성능도 무난해서 좋아요,"['가방', '넣다', '손잡이', '텀블러', '제품', '디자인', '성능', '무난', '좋다']"
209,킨토 생각보다 좋아요 보온도 활용도 좋아요,"['킨토', '생각', '좋다', '보온', '활용', '좋다']"
210,먼지 냄새가 나서 못 쓰고 있어요,"['먼지', '냄새', '나서다', '못', '쓰다']"
211,색상도 이쁘고 손잡이가 있어서 운동 갈 때 사용하기 좋을 거 같네요,"['색상', '이쁘다', '손잡이', '운동', '갈다', '사용', '좋다']"
212,아직 써보진 않았지만 가볍고 좋을 것 같아요 배송도 빨라요,"['써다', '보다', '않다', '가볍다', '좋다', '배송', '빨르다']"
213,용량 대비 가볍고 들고 다니기 편합니다 아이스 음료 마실 때도 홀이 있어 얼음이 닫지 않고 좋아요 흘러내릴 걱정 없고 밀폐력도 최고인 듯,"['용량', '대비', '가볍다', '들다', '다니다', '편하다', '아이스', '음료', '말다', '홀', '얼음', '닫다', '않다', '좋다', '흘러내리다', '걱정', '없다', '밀폐', '최고']"
214,텀블러 여러 개 써봐도 다시 이걸로 구매하게 되네요 그만큼 크기도 성능도 디자인도 맘에 들어요 화이트는 처음이라 실물이 더 이쁘네요 빠른 배송 감사합니다,"['텀블러', '여러', '써다', '보다', '다시', '구매', '크기', '성능', '디자인', '맘', '들다', '화이트', '처음', '실물', '더', '이쁘다', '빠르다', '배송', '감사하다']"
215,아이가 사달라고 해서 주문했네요 앞으로 편하면 제 것도 하나 더 살 생각이에요 잘 쓰겠습니다,"['달라', '주문', '앞', '편하다', '더', '살', '생각', '자다', '쓰다']"
216,좋은 가격에 잘 구매해서 사용 중입니다,"['좋다', '가격', '자다', '구매', '사용']"
217,아이가 너무 맘에 들어 해요,"['맘', '들다']"
218,아주 좋아요 맘에 들어요,"['아주', '좋다', '맘', '들다']"
219,같은 모델 쓰다가 뚜껑이 깨져서 재구매했습니다,"['모델', '쓰다', '뚜껑', '깨다', '재다']"
