Unnamed: 0,review,tokens
2984,손잡이 있는 텀블러 알아보다가 우연히 킨토 텀블러 알게 됐는데 디자인 너무 예뻐서 다른 거랑 고민하다가 요걸로 구매했어요  너무너무 만족해요  예쁘고 무게도 그렇게 가볍지 않고  오래오래 써도 질리지 않을 것 같은 디자인  그리고 오돌토돌 무광이라 더 매력적이에,"['손잡이', '텀블러', '알아보다', '킨토', '텀블러', '알', '디자인', '예쁘다', '고민', '구매', '만족하다', '예쁘다', '무게', '가볍다', '않다', '오래오래', '써다', '질리', '않다', '디자인', '무광', '더', '매력', '적다']"
2985,킨토 텀블러는 역시 이쁘고 좋아요,"['킨토', '텀블러', '역시', '이쁘다', '좋다']"
2986,손잡이가 있어 편해요 배송도 빠르고 좋습니다,"['손잡이', '편하다', '배송', '빠르다', '좋다']"
2987,분유 텀블러로 구매했어요 너무 이뻐요 저렴하게 잘 사ㅆ어요,"['분유', '텀블러', '구매', '이쁘다', '저렴하다', '자다', '사어']"
2988,완전 디자인 기욤에 좋아요,"['완전', '디자인', '기욤', '좋다']"
2989,손잡이가 있어서 편하고 입구가 넓어서 좋아요,"['손잡이', '편하다', '입구', '넓다', '좋다']"
2990,잘 도착했습니다 완전 흰색이 아니라 아이보리색이라서 더 좋네요 ?? 잘 쓰겠습니다,"['자다', '도착', '완전', '흰색', '아니다', '아이보리', '색', '더', '좋다', '자다', '쓰다']"
2991,너무 좋아 재구매 했습니다,"['좋다', '재다']"
2992,보온도 잘되고 손잡이가 있어서 쓰기 너무 편하고 이뻐요,"['보온', '손잡이', '쓰기', '편하다', '이쁘다']"
2993,새지도 않고 얼음도 잘 안 녹아서 좋아요,"['새', '지도', '않다', '얼음', '자다', '안', '녹다', '좋다']"
2994,동생이 쓰는 거 보고 써보니 너무 좋아서 주변에 선물 줄일 이 있을 때마다 이 킨토 게이 오프 텀블러를 주고 있어요 받은 분들도 전부 좋다고 만족해 하시네요ㅎㅎ 많은 판매처 중 여기가 싸 고 배송도 빨라서 앞으로도 여기서 구매할 것 같아요,"['동생', '쓰다', '보고', '써다', '보다', '좋다', '주변', '선물', '줄이다', '킨토', '게이', '오프', '텀블러', '주다', '받다', '분', '좋다', '만족하다', '많다', '판매', '처', '싸다', '고', '배송', '빨', '앞', '구매']"
2995,너무너무 맘에 들어요 정말 번창하세요,"['맘', '들다', '정말', '번창']"
2996,잘 쓰고 있어요 이뻐요 ㅎㅎ,"['자다', '쓰다', '이쁘다']"
2997,생각보다 무겁더라고요 매일 휴대하기엔 약간 부담되는 무게였어요ㅋㅋ 그렇지만 흠집 안 나는 재질이고 흐르지도 않고 보냉도 확실합니다 디자인도 예뻐요,"['생각', '무겁다', '매일', '휴대', '부담', '무게', '흠집', '안', '재질', '흐르다', '않다', '보냉', '확실하다', '디자인', '예쁘다']"
2998,완전 잘 사용하고 있어요 디자인도 흔치 않고 성능도 좋아서 만족합니다,"['완전', '자다', '사용', '디자인', '흔', '치', '않다', '성능', '좋다', '만족하다']"
2999,새지도 않고 오래가고 좋아요,"['새', '지도', '않다', '좋다']"
3000,좋아요 예쁘고 ㅎㅎ 흠집도 잘 안 나고 색도 벗겨지지도 않을 것 같아요 잘 쓰려고요,"['좋다', '예쁘다', '흠집', '자다', '안', '색도', '벗겨지다', '않다', '자다', '쓰다']"
3001,너무 이뻐요 텀블러가 이리 이뻐도 되나요 잘 쓸게요,"['이쁘다', '텀블러', '이쁘다', '자다', '쓸다']"
3002,너무너무 맘에 들어요 번창하세요,"['맘', '들다', '번창']"
3003,음료 나오는 입구가 이중이라 안심하고 드링킹할 수 있다,"['음료', '나오다', '입구', '이중', '안심', '드링킹']"
3004,생각보다 양이 많이 들어가고 보온보냉 다 잘 돼요,"['생각', '양', '들어가다', '보온', '보냉', '자다']"
3005,역시 맘에 들어요 다른 컬러도 사고 싶어요 아이보리 너무 예뻐요,"['역시', '맘', '들다', '컬러', '사고', '아이보리', '예쁘다']"
3006,너무너무 맘에 들어요 번창하세,"['맘', '들다', '번창']"
3007,가격이 최고예요??,"['가격', '최고']"
3008,손잡이 있어서 들고 다니기 편하도 보온도 잘 됩니다 예쁘고 만족스러워요ㅔ,"['손잡이', '들다', '다니다', '편하다', '보온', '자다', '예쁘다', '만족스럽다']"
3009,마음에 들어요 잘 쓸게요,"['마음', '들다', '자다', '쓸다']"
3010,배송이 늦어 별 하나 뺏어요,"['배송', '늦다', '별', '뺏다']"
3011,생각했던 거처럼 디자인도 이쁘고 색깔도 마음에 드네요,"['생각', '디자인', '이쁘다', '색깔', '마음', '드네']"
3012,보온 냉 둘 다 너무 좋고 디자인도 깔끔해서 잘 쓰고 있습니다 입구도 넓어서 세척이 용이한데 마감된 연결부에 변색인지 음료가 끼여 세척이 잘 안되는 건지 자국이 자꾸 남더라고요 ㅠㅠ,"['보온', '냉', '좋다', '디자인', '깔끔하다', '자다', '쓰다', '입구', '넓다', '세척', '용이하다', '마감', '연', '결부', '변색', '음료', '끼', '세척', '자다', '안되다', '건지다', '자국', '자꾸', '남다']"
3013,깔끔하니 이쁩니다 텀블러는 역시 킨토여요,"['깔끔하다', '이쁘다', '텀블러', '역시', '킨토여']"
3014,사진과 같은 제품으로 포장 상태도 좋고 배송도 빠르네요,"['사진', '제품', '포장', '상태', '좋다', '배송', '빠르다']"
3015,예쁘고 손잡이 있어서 들 때 편하네요,"['예쁘다', '손잡이', '들다', '편하다']"
3016,손잡이가 있어서 들고 다니기에 편리하며 텀블러 입구가 넓어서 세척이 용이합니다 색상도 고급스럽고 겉면 재질도 딱 마음에 들어서 기분 좋게 사용 중입니다,"['손잡이', '들다', '다니다', '편리하다', '텀블러', '입구', '넓다', '세척', '용이하다', '색상', '고급스럽다', '겉', '재질', '마음', '들어서다', '기분', '좋다', '사용']"
3017,선물용으로 구매했습니다 너무 이쁘네요,"['선물', '선물용', '구매', '이쁘다']"
3018,포장상태가 너무 깔끔하고 완벽합니다 ㅎㅎ 선물용으로 재구입했는데 역시 킨토네요,"['포장', '상태', '깔끔하다', '완벽하다', '선물', '용', '재', '구입', '역시', '킨토네']"
3019,너무 이쁘고 보온력도 좋고 만족합니다,"['이쁘다', '보온', '좋다', '만족하다']"
3020,전에 백화점에서 정가로 구입했었는데 비쌌어요 여기 문의 응답도 친절하시고 저렴하게 판매해 주셔서 감사합니다,"['전', '백화점', '정가', '구입', '비싸다', '문의', '응답', '친절하다', '저렴하다', '판매', '주다', '감사하다']"
3021,심플하고 위에 뚜껑 손잡이가 있어서 더 좋아요  진짜 예쁘네요 완전 화이트 아니라 크림색 아이보리색이라 더 맘에 들어요,"['심플', '뚜껑', '손잡이', '더', '좋다', '진짜', '예쁘다', '완전', '화이트', '아니다', '크림', '색', '아이보리', '색', '더', '맘', '들다']"
3022,너무 이뻐요 잘 쓸게요,"['이쁘다', '자다', '쓸다']"
3023,직접 보지는 못했지만 친구가 굉장히 좋아했어요,"['직접', '보지', '친구', '굉장하다', '좋아하다']"
3024,가볍고 너무 이쁩니다,"['가볍다', '이쁘다']"
3025,밖에 들고 다니기 좋아요,"['들다', '다니다', '좋다']"
3026,사용이 용이하고 예쁩니다,"['사용', '용이하다', '예쁘다']"
3027,좋아요 무겁긴 하지만 보냉 잘 돼요,"['좋다', '무겁다', '보냉', '자다']"
3028,마감이 좀 실망스럽지만 제품은 이뻐요,"['마감', '실망', '만', '제품', '이쁘다']"
3029,검색하다가  이쁜 텀블러 찾았네요 일명 연예인 텀블러ㅎㅎㅎ 그립감 너무 맘에 들고  흠집 날 일 없이 오래 쓸 수 있을 거 같아요 연마 제거했는데 깨끗했어요 사용 전이라  성능은  아직이지만 자주 사용 할 거 같아요 화이트도 너무나이뻐  주문했어요,"['검색', '이쁘다', '텀블러', '찾다', '일명', '연예인', '텀블러', '그리다', '감', '맘', '들다', '흠집', '날', '쓸다', '연마', '제거', '깨끗하다', '사용', '전이', '성능', '자주', '사용', '화이트', '이쁘다', '주문']"
3030,2개째 사용합니다,['사용']
3031,약간 톤 다운 머스터드에요,"['톤', '다운', '머스터드']"
3032,디자인도 이쁘고 들고 다니기도 편하고 보온도 너무 잘됩니다,"['디자인', '이쁘다', '들다', '다니다', '기도', '편하다', '보온']"
3033,아직 사용 전이지만 디자인이 깔끔해요,"['사용', '전이', '디자인', '깔끔하다']"
3034,역시 킨토 텀블러입니다,"['역시', '킨토', '텀블러']"
3035,너무 편하고 좋아요 손잡이가 있어서 운동 다닐 때 들고 다니기 딱 좋아요,"['편하다', '좋다', '손잡이', '운동', '다니다', '들다', '다니다', '좋다']"
3036,깔끔하고 예뻐요 ㅎㅎ,"['깔끔하다', '예쁘다']"
3037,물 마실 때  중간 마개가 있어서 좋아요  마개와 몸통을 잘 맞추어서 눌러 잠그지 않으면 들었을 때 마개와 몸통이 분리돼서 추락하는 참사가 일어나기도 해요 ㅠㅠ,"['물', '말다', '중간', '마개', '좋다', '마개', '몸통', '자다', '맞추다', '누르다', '잠그다', '않다', '들다', '마개', '몸통', '분리', '추락', '참사', '일어나다']"
3038,아주 좋음 굿 캐캐캐 좋음 이거저거보다 더더더 좋음,"['아주', '좋다', '굿', '캐캐캐', '좋다', '거저', '더더', '더', '좋다']"
3039,디자인   너무 심플해서 맘에 듦 딱 아이보리임 기능성  손잡이랑 중간 마개도 마음에 듦 내구성  써봐야 알 것 같은데 흠집에 강할 거 같음 기타  많은 후기에 연마제 안 나온다 고 해서 세제 세척만 했음  단지 아쉬운 것을 쓰자면 세척할 때 맨손일 때는 들어가는데 고무장갑 끼고는 안 들어가네요 ㅜㅜ 남자 손은 안 들어가겠어요,"['디자인', '심플', '맘', '들다', '아이보리', '기능', '손잡이', '중간', '마개', '마음', '들다', '구성', '써다', '보다', '알', '흠집', '강하다', '많다', '후기', '연', '마제', '안', '나오다', '고', '세제', '세척', '아쉽다', '쓰다', '세척', '맨손', '들어가다', '고무장갑', '끼다', '안', '들어가다', '남자', '손', '안', '들어가다']"
3040,제 꺼들고 다니는 거 보고 마음에 들어 해서 선물했는데 좋아하시네요ㅎㅎ,"['끄다', '들다', '다니다', '보고', '마음', '들다', '선물', '좋아하다']"
3041,손잡이가 있어서 운동 다닐 때 들고 다니기 딱 좋아요 음료 나오는 방향도 360도  전체 어서 나와서 너무 좋아요,"['손잡이', '운동', '다니다', '들다', '다니다', '좋다', '음료', '나오다', '방향', '전체', '어서', '나오다', '좋다']"
3042,선물한 건데 마음에 든다고 하시네요 감사합니다,"['선물', '마음', '들다', '감사하다']"
3043,디자인과 색상 모두 맘에 들어요 다른 디자인도 구매하려고 합니다?,"['디자인', '색상', '맘', '들다', '디자인', '구매']"
3044,굿굿굿 좋음 좋음 너무나 젛음,"['굿굿굿', '좋다', '좋다', '젛음']"
3045,세척도 용이하고 디자인도 이뻐서 만족합니다,"['세척', '용이하다', '디자인', '이쁘다', '만족하다']"
3046,머스터드 색상이 예뻐요 일단 세척이 쉬워 보여서 마음에 듭니다,"['머스터드', '색상', '예쁘다', '세척', '쉽다', '보', '마음', '듭니']"
3047,보온성 좋아요 디자인도 깔끔하고,"['보온', '좋다', '디자인', '깔끔하다']"
3048,백화점에서 봤는데 가격이 훨씬 저렴해요,"['백화점', '보다', '가격', '저렴하다']"
3049,정말 좋아요 얼음이 이틀 동안  안 녹아요 튼튼하고 디자인도 이뻐요 하나는 회사에서 쓰고 나머지 두 개는 아이들 학교 다닐 때 개인 물병 하라고 사줬는데 잘 가지고 다닙니다 짤쓸께요 다른  분들도 구매하시면 후회하지 않을 거예요,"['정말', '좋다', '얼음', '이틀', '안', '녹다', '튼튼하다', '디자인', '이쁘다', '회사', '쓰다', '나머지', '두', '개다', '학교', '다니다', '개인', '물병', '하라', '사주다', '자다', '가지', '다니다', '짤', '쓸다', '분', '구매', '후회', '않다']"
3050,크기도 적당하고 이뻐요,"['크기', '적당하다', '이쁘다']"
3051,색깔도 마음에 들고  가을에 들고 다니기 딱이네요,"['색깔', '마음', '들다', '가을', '들다', '다니다', '딱이다']"
3052,마음에 들어요 좋아요,"['마음', '들다', '좋다']"
3053,색도 너무 예쁘고 가볍고 간편하게 들고 다니기 좋은 거 같아요,"['색도', '예쁘다', '가볍다', '간편하다', '들다', '다니다', '좋다']"
3054,손잡이가 있어 쓰기 편하고 좋아요,"['손잡이', '쓰기', '편하다', '좋다']"
3055,아직 안 써봤는데 디자인은 이뻐요ㅎ,"['안', '써다', '보다', '디자인', '이쁘다']"
3056,디자인도 좋고 마음에 들어요,"['디자인', '좋다', '마음', '들다']"
3057,아주 잘 사용 중이네요 남편한테 출근하면서 아이스커피 태워주는데 써 모스보다는 오래 못 가는 거 같다고 하더고요 근데 손잡이 때문에 편하긴 하데요,"['아주', '자다', '사용', '중이', '남편', '출근', '아이스커피', '태우다', '써다', '모스', '못', '손잡이', '때문', '편하다', '데']"
3058,잘 받았어요 예쁘네요,"['자다', '받다', '예쁘다']"
3059,좋아요 원래 쓰던 게 있는데 머스터드 색이 맘에 들어 하나 더 구매했어요 완전 맘에 들고 좋아요,"['좋다', '원래', '쓰다', '머스터드', '색', '맘', '들다', '더', '구매', '완전', '맘', '들다', '좋다']"
3060,헉헉 이거 누구 텀블러야  내 거야  너무 귀여워요,"['텀블러', '내', '귀엽다']"
3061,손잡이가 고리 스탈이라서 구매했어요 손바닥으로 쥐지 않아도 돼서 편해요,"['손잡이', '고리', '스탈', '구매', '손바닥', '쥐', '않다', '편하다']"
3062,상품이랑 똑같고 이쁜ㄱㅓ같아요,"['상품', '똑같다', '이쁘다']"
3063,손잡이 텀블러 사고 싶었는데 우연히 검색하다가 구입했어요 들고 다니니 너무 편해요,"['손잡이', '텀블러', '사고', '검색', '구입', '들다', '다니다', '편하다']"
3064,회사 동료 추천받아 샀는데 고급스럽고 예뻐요 기능도 짱짱하길 바라봅니다,"['회사', '동료', '추천', '받다', '사다', '고급스럽다', '예쁘다', '기능', '짱짱하다', '바라보다']"
3065,좋아요 손잡이 달려 있어서 들고 다니기도 편하고 뚜껑이 2단으로 분리돼서 더 좋은 거 같아요 디자인도 이뿌요 ,"['좋다', '손잡이', '달다', '들다', '다니다', '기도', '편하다', '뚜껑', '단', '분리', '더', '좋다', '디자인', '뿌요']"
