date,review,rating
25.04.01.,색상도 흔하지않고 크기도 가지고 다니기 넘좋아요 동생이랑 커플로 샀는데 다른색도 사려고해용?? 세라믹이라서 텀블러 특유의 쇠맛이 안나서 좋아요,5
25.03.30.,오늘 처음 사용해봤는데 너무 맘에 들어요 진작 살 걸 싶네요 ㅎㅎ 찜만 해두고 고민 많이 했는데 만족합니다 인기 상품인데 추후에 다른 예쁜 컬러로 더 만들어주셨으면 좋겠어요,5
25.04.21.,"쇠맛, 쇠냄새때문에 주문해봤는데 만족스러우면 좋겠네요!",5
25.03.25.,스탠리만 쓰다가 너무 크고해서 사무실용으로 추가구입했습니다. 확실히 기능적으로는 스탠리가 오래가는데 가볍게 쓰기에 이 제품도 좋네요^^ 세척도 편하고 디자인도 맘에 들어요! 날이 곧 더워져서 물도 자주 먹고하기에 딱이에요!,4
25.04.17.,색상 이쁘고 디자인도 맘에 들어요,5
25.04.24.,색감도 예쁘고 튼튼해보여 좋아요. 군대에 있는 아들한테 보낼려고 하는데 좋아할거 같아요. 뚜껑도 꽉 닫히는게 물이 새지 않을거 같네요.,5
25.03.31.,일반텀블러만 쓰다가 냄새 나는거 같아서 세라믹텀블러 주문해봤어요. 역시 락앤락이라서 밀폐는 짱이네요!! 색깔별로 사이즈별로 갖고 싶어요ㅎㅎㅎ,5
25.04.10.,이쁘고 가벼워서 좋아요. 여기다가 커피 내려 마시니까 더 맛있는 것 같아요ㅎㅎ,5
25.04.24.,같은제품 2개 구매 하였습니다. 색상 화면대로고 가볍고 밀폐력 좋네요. 보냉력은 다른것보단 약해요,5
25.04.01.,생각했던 것 보다 훨씬 마음에 듭니다. 아직 보온/보냉 기능은 확인하지 못했지만 이전에도 락앤락 텀블러를 사용하고 있어서 기능은 보장하리라 생각합니다^^,5
25.04.01.,생각했던 것 보다 훨씬 마음에 듭니다. 아직 보온/보냉 기능은 확인하지 못했지만 이전에도 락앤락 텀블러를 사용하고 있어서 기능은 보장하리라 생각합니다^^,5
25.04.08.,가벼운거같아요 밀폐도 잘되겠죠 아직들고가진않았지만 감사합니다,5
